audience,budget,casting,countries,duration_s,end_year,genres,id,kind,metacritic_score,original_title,poster_link,rating,release_year,synopsis,title,vote_count,worldwide_gross
PG-13,205000000,"John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak, Jefferson Hall, Ivo Uukkivi, Andrew Howard, Rich Ceraulo Ko, Jonathan Camp, Wes Chatham, Sander Rebane, Martin Donovan, Clémence Poésy, Josh Stewart, Dimple Kapadia, Denzil Smith, Jeremy Theobald, Michael Caine","United States, United Kingdom",9000,,"Action, Sci-Fi, Thriller",tt6723592,Movie,69,Tenet,https://m.media-amazon.com/images/M/MV5BMzU3YWYwNTQtZTdiMC00NjY5LTlmMTMtZDFlYTEyODBjMTk5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,7.3,2020,"Armed with only the word ""Tenet,"" and fighting for the survival of the entire world, CIA operative, The Protagonist, journeys through a twilight world of international espionage on a global mission that unfolds beyond real time.",Tenet,587534,365304105
R,11400000,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-sik, Park So-dam, Lee Jeong-eun, Jang Hye-jin, Park Myeong-hoon, Jung Ji-so, Jung Hyun-jun, Park Keun-rok, Jung Yi-seo, Jo Jae-myeong, Jung Ik-han, Kim Kyu-baek, Hwang In-kyung, Ahn Seong-bong, Kim Jin-hyung",South Korea,7920,,"Drama, Thriller",tt6751668,Movie,97,Gisaengchung,https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,8.5,2019,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Parasite,947979,262099264
,,"Michael Keaton, Jenna Ortega, Willem Dafoe, Monica Bellucci, Catherine O'Hara, Winona Ryder, Justin Theroux, Burn Gorman, Gianni Calchetti, Juliana Yazbeck, Filipe Cates, Arthur Conti, Tim Kavanagh, Christopher C. James, Travis Campbell, Sofia Fernlöf, Sean, Leah Perkins",United States,,,"Comedy, Fantasy, Horror",tt2049403,Movie,,Beetlejuice Beetlejuice,https://m.media-amazon.com/images/M/MV5BYTk2YjE4MjgtYWEzYy00NzY3LTk4MzktZTNhZjlhOTJhNDZjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg,,2024,"This is a follow-up to the comedy Beetlejuice (1988), about a ghost who's recruited to help haunt a house.",Beetlejuice Beetlejuice,0,
,3904366,"Soubin Shahir, Sreenath Bhasi, Balu Varghese, Ganapathi, Jean Paul Lal, Deepak Parambol, Abhiram Radhakrishnan, Khalid Rahman, Arun Kurian, Chandu Salimkumar, Vishnu Reghu, Shebin Benson, Dilan Derin George",India,8100,,"Adventure, Thriller",tt26458038,Movie,,Manjummel Boys,https://m.media-amazon.com/images/M/MV5BMTQwZjRiMjUtYmU0OS00Y2EwLWJhZTctOWI1ZGU2NWExM2FkXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,8.7,2024,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back.",Manjummel Boys,5097,3904366
,980649,"Yami Gautam, Mohan Agashe, Sukhita Aiyar, Raj Arjun, Sandeep Chatterjee, Praveen Gadkar, Arun Govil, Iravati Harshe, Kiran Karmarkar, Sumit Kaul, Shivam Khajuria, Ashwini Koul, Ashwani Kumar, Rajiv Kumar, Toshir Nalwat, Varun Narayan, Priyamani, Asit Redij",India,9480,,"Action, Drama, Thriller",tt30970235,Movie,,Article 370,https://m.media-amazon.com/images/M/MV5BMGYzM2QxNWEtY2EwZC00OTE2LWExZDEtNjQ0NDAyMjYzNGJlXkEyXkFqcGdeQXVyMTY1MjAwNDU0._V1_.jpg,8.4,2024,"After unrest in Kashmir in 2016, local agent Zooni Haksar is chosen for a secret mission by Rajeshwari Swaminathan to end terrorism and economy conflict by abrogating Article 370 without bloodshed.",Article 370,9863,11071311
PG,125000000,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Maggie Smith, Robbie Coltrane, Saunders Triplets, Fiona Shaw, Harry Melling, Richard Griffiths, Derek Deadman, Ian Hart, Ben Borowiecki, Warwick Davis, Verne Troyer, John Hurt, Richard Bremmer, Geraldine Somerville","United Kingdom, United States",9120,,"Adventure, Family, Fantasy",tt0241527,Movie,65,Harry Potter and the Sorcerer's Stone,https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_.jpg,7.6,2001,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Harry Potter and the Sorcerer's Stone,852222,1024465951
TV-MA,,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Luna Lauren Velez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson, Preston Bailey, Aimee Garcia, Luke Andrew Kruntchev, Erik King, Evan George Kruntchev, Jimmy Star, Dana L. Wilson, Yvonne Strahovski",United States,3300,2013,"Crime, Drama, Mystery",tt0773262,TV Series,,Dexter,https://m.media-amazon.com/images/M/MV5BZjkzMmU5MjMtODllZS00OTA5LTk2ZTEtNjdhYjZhMDA5ZTRhXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg,8.6,2006,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them.",Dexter,761054,
TV-MA,,"Trey Parker, Matt Stone, Isaac Hayes, Mona Marshall, April Stewart, Adrien Beard, Eliza Schneider, Jennifer Howell, Jessica Makinson, Mary Kay Bergman, Betty Boogie Parker, Omaira Coromoto Rivero, Vernon Chatman, Kyle McCulloch, John 'Nancy' Hansen, Elisa Gabrielli, Kimberly Brooks, Jonathan Kimmel",United States,1320,,"Animation, Comedy",tt0121955,TV Series,,South Park,https://m.media-amazon.com/images/M/MV5BZjNhODYzZGItZWQ3Ny00ZjViLTkxMTUtM2EzN2RjYjU2OGZiXkEyXkFqcGdeQXVyMTI5MTc0OTIy._V1_.jpg,8.7,1997,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",South Park,404315,
R,25000000,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder, Kit Gwin, Zach Hopkins, Chip Love, Eduardo Antonio Garcia, Gene Jones, Myk Watford",United States,7320,,"Crime, Drama, Thriller",tt0477348,Movie,92,No Country for Old Men,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg,8.2,2007,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,No Country for Old Men,1053643,171632777
R,150000000,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, Courtney Eaton, John Howard, Richard Carter, Iota, Angus Sampson, Jennifer Hagan, Megan Gale, Melissa Jaffer",Australia,7200,,"Action, Adventure, Sci-Fi",tt1392190,Movie,90,Mad Max: Fury Road,https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,8.1,2015,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.",Mad Max: Fury Road,1079462,380418444
TV-14,,"Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris, Alyson Hannigan, Lyndsy Fonseca, David Henrie, Cristin Milioti, Marshall Manesh, Joe Nieves, Charlene Amoia, Ashley Williams, Suzie Plakson, Jennifer Morrison, Wayne Brady, Bill Fagerbakke, Ellen D. Williams, Chris Elliott",United States,,2014,"Comedy, Drama, Romance",tt0460649,TV Series,,How I Met Your Mother,https://m.media-amazon.com/images/M/MV5BNjg1MDQ5MjQ2N15BMl5BanBnXkFtZTYwNjI5NjA3._V1_.jpg,8.3,2005,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,How I Met Your Mother,725717,
TV-14,,"Blake Lively, Leighton Meester, Penn Badgley, Ed Westwick, Chace Crawford, Kelly Rutherford, Matthew Settle, Taylor Momsen, Jessica Szohr, Zuzanna Szadkowski, Connor Paolo, Kaylee DeFer, Margaret Colin, Amanda Setton, Nicole Fiscella, Michelle Trachtenberg, Robert John Burke, Nan Zhang",United States,2520,2012,"Drama, Romance",tt0397442,TV Series,,Gossip Girl,https://m.media-amazon.com/images/M/MV5BNmQ4Zjg1YWYtMTA1Mi00ZGY1LTlmN2ItYTc5ODkzNTFmYWVhXkEyXkFqcGdeQXVyNjQ0OTk1ODg@._V1_.jpg,7.5,2007,Privileged teens living on the Upper East Side of New York can hide no secret from the ruthless blogger who is always watching.,Gossip Girl,192160,
R,4360000,"Colin Farrell, Rachel Weisz, Jessica Barden, Olivia Colman, Jacqueline Abrahams, Roger Ashton-Griffiths, Anthony Dougall, Sean Duggan, Roland Ferrandi, James Finnegan, Robert Heaney, Rosanna Hoult, Jaro, Ryac, Ashley Jensen, Kathy Kelly, Ariane Labed, Ewen MacIntosh","Ireland, United Kingdom, Greece, France, Netherlands, United States, Belgium",7140,,"Drama, Romance, Sci-Fi",tt3464902,Movie,82,The Lobster,https://m.media-amazon.com/images/M/MV5BNDQ1NDE5NzQ1NF5BMl5BanBnXkFtZTgwNzA5OTM2NTE@._V1_.jpg,7.1,2015,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",The Lobster,292543,17581104
TV-14,,"Anthony Edwards, George Clooney, Julianna Margulies, Eriq La Salle, Noah Wyle, Laura Innes, Laura Cerón, Deezer D, Maura Tierney, Goran Visnjic, Yvette Freeman, Emily Wagner, Alex Kingston, Lyn Alicia Henderson, Sherry Stringfield, Abraham Benrubi, Mekhi Phifer, Parminder Nagra",United States,2640,2009,"Drama, Romance",tt0108757,TV Series,,ER,https://m.media-amazon.com/images/M/MV5BYWQ0YTQ1ZmQtNzk1NC00NzMzLWJjNDYtMDQ0MTcxMThhYTI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,7.9,1994,"The lives, loves and losses of the doctors and nurses of Chicago's County General Hospital.",ER,67316,
TV-14,,"Sonequa Martin-Green, Doug Jones, Anthony Rapp, Emily Coutts, Mary Wiseman, Oyin Oladejo, Patrick Kwok-Choon, Wilson Cruz, Ronnie Rowe, Sara Mitich, Julianne Grossman, Avaah Blackwell, Shazad Latif, David Benjamin Tomlinson, Michelle Yeoh, David Ajala, Blu del Barrio, Oded Fehr",United States,3600,2024,"Action, Adventure, Drama",tt5171438,TV Series,,Star Trek: Discovery,https://m.media-amazon.com/images/M/MV5BODU1MmVmMTYtNzNhNi00NjRlLTljMWItZmFhMWNmYTNhYThiXkEyXkFqcGdeQXVyMTU5OTc2NTk@._V1_.jpg,7.1,2017,"Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.",Star Trek: Discovery,132367,
TV-14,,"Jon Cryer, Ashton Kutcher, Angus T. Jones, Conchata Ferrell, Charlie Sheen, Holland Taylor, Marin Hinkle, Melanie Lynskey, Courtney Thorne-Smith, Jennifer Taylor, Ryan Stiles, Amber Tamblyn, Sophie Winkleman, April Bowlby, Graham Patrick Martin, Jane Lynch, Judy Greer, Emmanuelle Vaugier",United States,1320,2015,"Comedy, Romance",tt0369179,TV Series,,Two and a Half Men,https://m.media-amazon.com/images/M/MV5BOTI2MjIzN2ItZDg0OS00MTlhLWIzMTMtYWI4ZTA0NGE4NDJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,7.1,2003,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,Two and a Half Men,279418,
TV-MA,,"Monica Raymund, Riley Voelkel, Atkins Estimond, Amaury Nolasco, Dohn Norwood, James Badge Dale, Rumi C. Jean-Louis, Mike Pniewski, Imani Lewis, Tonya Glanz, Ana Nogueira, Cecil Blutcher, Joy Suprano, Kate Miller, Shane Harper, James Biberi, Hunter Emery, Dominic L. Santana",United States,3600,2024,"Crime, Drama, Mystery",tt7718110,TV Series,,Hightown,https://m.media-amazon.com/images/M/MV5BYmUyZGQ1YjUtZDRjMi00MWY5LWEyYzMtMzdjMDM4NDI2YjRiXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg,6.9,2020,"Set in the world of beautiful but bleak Cape Cod, one woman's journey to sobriety is overshadowed by a murder investigation dragging her into its fold.",Hightown,6694,
TV-PG,,"Vanessa Redgrave, Laura Main, Jenny Agutter, Stephen McGann, Judy Parfitt, Cliff Parisi, Helen George, Linda Bassett, Alice Brown, Max Macmillan, Annabelle Apsion, Georgie Glen, Leonie Elliott, Victoria Yeates, April Rae Hoang, Bryony Hannah, Zephryn Taitte, Ella Bruccoleri",United Kingdom,3600,,"Drama, History",tt1983079,TV Series,,Call the Midwife,https://m.media-amazon.com/images/M/MV5BMTAzMjAwNzc1MzVeQTJeQWpwZ15BbWU4MDQzODgzMjEx._V1_.jpg,8.6,2012,Chronicles the lives of a group of midwives living in East London in the late 1950s to late 1960s.,Call the Midwife,31129,
R,85900000,"Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Sandra Bullock, Bad Bunny, Logan Lerman, Zazie Beetz, Masi Oka, Karen Fukuhara, Kevin Akiyoshi Ching, Minchi Murakami, Kaori Taketani, Toshitaka Katsumi, Jim Garrity","Japan, United States",7620,,"Action, Comedy, Thriller",tt12593682,Movie,49,Bullet Train,https://m.media-amazon.com/images/M/MV5BMDU2ZmM2OTYtNzIxYy00NjM5LTliNGQtN2JmOWQzYTBmZWUzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,7.3,2022,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,Bullet Train,419105,239268602
TV-MA,,"Nick Lachey, Vanessa Lachey, Micah Lussier, Chelsea Griffin, Tiffany Pennywell, Kwame Appiah, Brett Brown, Alexa Alfia, Colleen Reed, Brennon Lemieux, Matt Bolton, Bartise Bowden, Zack Goytowski, Paul Peden, Cole Barnett, Zanab Jaffrey, Raven Ross, Nancy Rodriguez",United States,2880,,"Reality-TV, Romance",tt11704040,TV Series,,Love Is Blind,https://m.media-amazon.com/images/M/MV5BMWRkM2ZkMzAtN2RkNi00NDRjLTkzNGQtYjkxMWZkMWFjZDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,6.2,2020,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less-conventional approach to modern dating.",Love Is Blind,11272,
TV-MA,,"Elisabeth Moss, Yvonne Strahovski, Ann Dowd, O-T Fagbenle, Madeline Brewer, Max Minghella, Joseph Fiennes, Samira Wiley, Amanda Brugel, Bradley Whitford, Nina Kiri, Bahia Watson, Alexis Bledel, Ever Carradine, Sam Jaeger, Stephen Kunken, Jonathan Watton, Jordana Blake",United States,3600,,"Drama, Sci-Fi, Thriller",tt5834204,TV Series,,The Handmaid's Tale,https://m.media-amazon.com/images/M/MV5BN2M0NTdiMGYtNmFjZi00MjIxLWI3OTUtNTdmZDRlOTNiYWU0XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,8.4,2017,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.",The Handmaid's Tale,256618,
TV-PG,,"Elizabeth Tabish, Shahar Isaac, Nick Shakoour, Jordan Walker Ross, Paras Patel, Jonathan Roumie, Noah James, George H. Xanthis, Shaan Sharma, Joey Vahedi, Giavani Cairo, Austin Reed Alleman, Amber Shana Williams, Vanessa Benavente, Yasmine Al-Bustami, Abe Bueno-Jallad, Lara Silva, Alaa Safi",United States,3240,,"Drama, History",tt9471404,TV Series,,The Chosen,https://m.media-amazon.com/images/M/MV5BZGVlZDI3MzEtNDE1OC00ZjUzLWIxOGItNDc2YWI3MzNjM2I4XkEyXkFqcGdeQXVyMTYwNzY4MjMx._V1_.jpg,9.2,2017,"The Chosen is a historical drama based on the life of Jesus and those who knew him. Set against the backdrop of Roman oppression in first-century Israel, the series shares an authentic look at Jesus' revolutionary life and teachings.",The Chosen,45471,
PG-13,200000000,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher, Gloria Stuart, Bill Paxton, Bernard Hill, David Warner, Victor Garber, Jonathan Hyde, Suzy Amis, Lewis Abernathy, Nicholas Cascone, Anatoly M. Sagalevitch, Danny Nucci, Jason Barry, Ewan Stewart","United States, Mexico",11640,,"Drama, Romance",tt0120338,Movie,75,Titanic,https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,7.9,1997,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",Titanic,1274275,2264750694
TV-PG,,"Patrick Stewart, Brent Spiner, Jonathan Frakes, LeVar Burton, Marina Sirtis, Michael Dorn, Gates McFadden, Majel Barrett, Wil Wheaton, Colm Meaney, James G. Becker, Denise Crosby, Whoopi Goldberg, Diana Muldaur, Patti Yasutake, Dennis Madalone, Michelle Forbes, Rosalind Chao",United States,2640,1994,"Action, Adventure, Drama",tt0092455,TV Series,,Star Trek: The Next Generation,https://m.media-amazon.com/images/M/MV5BOWFhYjE4NzMtOWJmZi00NzEyLTg5NTctYmIxMTU1ZDIxMDAyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,8.7,1987,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.",Star Trek: The Next Generation,135067,
PG-13,75000000,"Carrie Coon, Paul Rudd, Finn Wolfhard, Mckenna Grace, Logan Kim, Celeste O'Connor, Bill Murray, Dan Aykroyd, Ernie Hudson, Annie Potts, Sigourney Weaver, Bob Gunton, J.K. Simmons, Shawn Seward, Billy Bryk, Sydney Mae Diaz, Hannah Duke, Bokeem Woodbine","United States, Canada",7440,,"Adventure, Comedy, Fantasy",tt4513678,Movie,45,Ghostbusters: Afterlife,https://m.media-amazon.com/images/M/MV5BMTVkNmVlYzItMjNkYy00MGE0LTk4MmQtOTFmNTUyYzg2NGEzXkEyXkFqcGdeQXVyMTI0NTA1MDI3._V1_.jpg,7.1,2021,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Ghostbusters: Afterlife,211834,204334455
Not Rated,71909,"Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas, Jüri Lumiste, Viktors Lorencs, Kazimir Rabetsky, Evgeniy Tilicheev, G. Velts, V. Vasilyev, Aleksandr Berda, Vasiliy Domrachyov, Nina Evdokimova, Igor Gnevashev, Adolf Hitler, Valery Kravchenko, Evgeniy Kryzhanovskiy, N. Lisichenok",Soviet Union,8520,,"Drama, Thriller, War",tt0091251,Movie,,Idi i smotri,https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,8.4,1985,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Come and See,95909,20929648
TV-14,,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Rachael Harris, Aimee Garcia, Scarlett Estevez, Tricia Helfer, Tom Welling, Inbar Lavi, Brianna Hildebrand, Kevin Rankin, Dez Cuchiara, Graham McTavish, Scott Porter, Genevieve Gauss, John Specogna",United States,,2021,"Crime, Drama, Fantasy",tt4052886,TV Series,,Lucifer,https://m.media-amazon.com/images/M/MV5BNDJjMzc4NGYtZmFmNS00YWY3LThjMzQtYzJlNGFkZGRiOWI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,8.1,2016,Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,Lucifer,353779,
PG,70000000,"Kumail Nanjiani, Tresi Gazal, Elizabeth Banks, Caspar Jennings, Isabela Merced, Danny DeVito, Carol Kane, Awkwafina, Keegan-Michael Key, David Mitchell, Ozioma Akagha, Carlos Alazraqui, Valenzia Algarin, Will Collyer, Abby Craden, Django Craig, John DeMita, Luca Diaz",United States,4980,,"Animation, Adventure, Comedy",tt6495056,Movie,56,Migration,https://m.media-amazon.com/images/M/MV5BYTIxZDM5YWItM2Y1My00ODg5LTkzNjAtMWFlZTNlODg0MzEyXkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_.jpg,6.7,2023,A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,Migration,20204,286228930
Not Rated,3270000,"Charles Herbert, Jo Morrow, Martin Milner, Rosemary DeCamp, Donald Woods, Margaret Hamilton, John Van Dreelen, Jeanne Baker, John Burnside, William Castle, Ralph Helfer, David Hoffman, Roy Jenson, William Kelley, Hubie Kerns, Darryl Scott McFadden, Jack Nestle, Zamba",United States,5100,,"Horror, Mystery",tt0053559,Movie,56,13 Ghosts,https://m.media-amazon.com/images/M/MV5BNDk0NzFjYjItYjFjYS00NWRjLTk5YTItYzkxNmU3YTQzZjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,6.0,1960,"A family inherits what proves to be a haunted house, but a special pair of goggles allows them to see their ghostly tormentors.",13 Ghosts,7212,3270000
R,8000000,"John Travolta, Uma Thurman, Samuel L. Jackson, Bruce Willis, Tim Roth, Amanda Plummer, Laura Lovelace, Phil LaMarr, Frank Whaley, Burr Steers, Ving Rhames, Paul Calderon, Bronagh Gallagher, Rosanna Arquette, Eric Stoltz, Jerome Patrick Hoban, Michael Gilden, Gary Shorelle",United States,9240,,"Crime, Drama",tt0110912,Movie,95,Pulp Fiction,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,8.9,1994,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Pulp Fiction,2207126,213928762
